id,parent_id,name,description,views,sort_order,page_title,meta_keywords,meta_description,layout_file,image_url,is_visible,search_keywords,default_product_sort,custom_url
<p style=""text-align: left;""><span lang=""EN-US"">Joico consistently delivers: order your matching Joico Shampoo &amp; Conditioner online today!</span></p>",0,0,Joico Shampoo : Buy Joico Conditioner Online in Ireland,"[""""]",Clean and condition your hair with the joico shampoo and conditioners range. Order your Joico shampoo today and get next day delivery direct from Ireland,category.html,,1,,use_store_settings,"{""url"":""/Joico-shampoo-conditioner/"",""is_customized"":true}"
155,129,COLOR WOW,"<p style=""text-align: left;"">Don&rsquo;t you just dread that moment in between salon visits, when roots start showing but it&rsquo;s just too early for a return visit? Thank goodness for Color Wow and its easy to use, practical Color Wow Root Cover Up range.</p>
<p style=""text-align: left;"">The award-winning Color Wow Root Cover Up formula is water-resistant, finely milled and free from waxes, dyes and ammonia. It also comes in its own handy compact with a mirror - perfect for touch-ups on the go.</p>
<p style=""text-align: left;"">Here at AllHair.ie you will find a great selection of Color Wow Root Cover Up shades to suit all hair colors, such as <a href=""%%GLOBAL_ShopPathSSL%%/color-wow-root-cover-up-dark-brown/"">Color Wow Root Cover Up &ndash; Dark Brown</a> for brunettes <a href=""%%GLOBAL_ShopPathSSL%%/color-wow-root-cover-up-blonde/"">or Color Wow Root Cover Up &ndash; Blonde</a> for blonde or highlighted hair.</p>
<p style=""text-align: left;"">Also check out the <a href=""%%GLOBAL_ShopPathSSL%%/color-wow-colour-security-conditioner-normal-thick-250ml/"">Color Wow Color Security Conditioner</a> to preserve your color&rsquo;s vibrancy and shine!</p>
<p style=""text-align: left;"">AllHair.ie is Irish-owned and we deliver nationwide from our warehouse in County Wicklow.</p>",0,4,Buy COLOR WOW Products online from AllHair.ie today,"[""""]",Shop the COLOR WOW Range now at AllHair.ie. Our next day delivery service will ensure you receive your product prompthly. All Orders are dispatched from our Warehouse in Bray and will be discreetly packaged to protect your privacy,category.html,,,,use_store_settings,"{""url"":""/color-wow/"",""is_customized"":false}"
156,129,Carin,,0,3,Buy Carin  online from AllHair.ie | next day delivery,"[""""]",Shop the Carin Range now at AllHair.ie. Our next day delivery service will ensure you receive your product prompthly. All Orders are dispatched from our Warehouse in Bray and will be discreetly packaged to protect your privacy. Shop now,category.html,,,,use_store_settings,"{""url"":""/carin/"",""is_customized"":false}"
157,129,Aurora,,0,2,Aurora | Buy Aurora Hair Products  Online at AllHair.ie,"[""""]",Shop the Aurora Range now at AllHair.ie. Our next day delivery service will ensure you receive your product prompthly. All Orders are dispatched from our Warehouse in Bray and will be discreetly packaged to protect your privacy. Shop now,category.html,,,,use_store_settings,"{""url"":""/aurora/"",""is_customized"":false}"
159,212,Alfaparf,"<p>Alfaparf&nbsp;Milano is an Italian premium haircare brand with over 35 years&rsquo; experience, known and trusted worldwide for its salon-quality products that address specific haircare needs.</p>
<p>Alfaparf&nbsp;Semi Di Lino is the bestselling range that features the iconic&nbsp;<a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-diamond-illuminating-shampoo-250ml/"">Alfaparf Semi Di Lino Illuminating Shampoo</a>, for a stunningly glossy finish, and the king of all&nbsp;<a href=""%%GLOBAL_ShopPathSSL%%/Alfaparf-hair-oils/"">Alfaparf Hair Oils</a>:&nbsp;<a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-diamond-crystalli-liquidi-50ml/"">Alfaparf SDL Diamond Cristalli Liquidi</a>, the instantly illuminating and nourishing serum for all hair types.&nbsp;</p>
<p><a href=""%%GLOBAL_ShopPathSSL%%/Alfaparf-shampoo-conditioner/"">Alfaparf&rsquo;s Shampoos &amp; Conditioners</a>&nbsp;will cleanse and purify, nourish dry hair and even combat hair loss. To complete your haircare routine, you will find a matching&nbsp;<a href=""%%GLOBAL_ShopPathSSL%%/Alfaparf-treatments-masks/"">Alfaparf Treatments &amp; Masks</a>&nbsp;in each range. And to have fun with your look,&nbsp;<a href=""%%GLOBAL_ShopPathSSL%%/Alfaparf-styling/"">Alfaparf&rsquo;s Styling</a>&nbsp;range is second to none: from&nbsp;<a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-style-stories-blow-dry-cream-150ml/"">Alfaparf blow dry creams</a>&nbsp;to&nbsp;<a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-style-stories-sea-spray-150ml/"">Alfaparf sea salt sprays</a>, you will find everything you need here at AllHair.ie!</p>
<p>Order your favourite Alfaparf product online today: we deliver nationwide from our warehouse in Co. Wicklow!</p>",0,0,Alfaparf : Shop Alfaparf Milano and Alfaparf Semi Di Lino ,"[""""]",Alfaparf Milano is a leading professional Italian hair brand. Buy your alfaparf semi di lino products today and get next day delivery everywhere in Ireland,category.html,,1,alfa,use_store_settings,"{""url"":""/alfaparf/"",""is_customized"":false}"
160,159,Shampoo & Conditioner,"<p style=""text-align: left;""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf/""><span lang=""EN-IE"">Alfaparf</span></a><span>&nbsp;is the premium haircare brand made in Italy, loved</span><span> around the world for its high quality ingredients and lines addressing specific haircare needs. Here at AllHair.ie you will find a wide selection of salon-quality Alfaparf Milano shampoos &amp; conditioners as well as </span><a href=""%%GLOBAL_ShopPathSSL%%/Alfaparf-styling/""><span>Alfaparf Styling</span></a><span lang=""EN-US""> products at affordable prices.&nbsp;Sensitive scalp? Alfaparf has got you covered, with Alfaparf Shampoo </span><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-scalp-purify-shampoo-250ml/""><span>Alfaparf SDL Scalp Purify Shampoo</span></a><span lang=""EN-US""> to soothe the scalp, reduce itching and leave hair beautifully shiny. Follow up with </span><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-moisture-nutritive-leave-in-conditioner-200ml/""><span>Alfaparf Conditioner Alfaparf SDL Moisture Nutritive Leave-In Conditioner</span></a><span lang=""EN-US""> from the best-selling Semi di Lino range: it will </span><span lang=""EN-GB"">nourish your hair, weightlessly replenishing it with vital nutrients. This Alfaparf conditioner is also free from sulphates, parabens and any harmful ingredients, and enriched with Linseed extract. </span></p>
<p style=""text-align: left;""><span lang=""EN-GB"">At AllHair.ie we also stock Alfaparf shampoos and conditioners for colored and treated hair, like </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-reconstruction-reparative-low-shampoo-250ml/""><span lang=""EN-GB"">Alfaparf Low Shampoo</span></a></span><span lang=""EN-GB""> to preserve color intensity, and </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-thats-it-never-brass-shampoo-250ml/""><span lang=""EN-GB"">Alfaparf That&rsquo;s It Never Brass Shampoo</span></a></span><span lang=""EN-GB"">, a pigmented shampoo for cool blondes to neutralize unwanted tones. Browse our full selection of Alfaparf haircare products, all available to order online from the comfort of your home! Order today before 2pm and get next day delivery in Ireland!</span></p>",0,1,Alfaparf Shampoo : Buy Alfaparf Conditioner Online in Ireland,"[""""]",Allhair Ireland stock the full range of alfaparf shampoo and conditioners. Order your alfaparf shampoo products today and get next day delivery in Ireland,category.html,,1,,use_store_settings,"{""url"":""/Alfaparf-shampoo-conditioner/"",""is_customized"":true}"
161,159,Styling,"<p style=""text-align: left;""><span lang=""EN-US"">Italian luxury haircare brand </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf/""><span>Alfaparf</span></a></span><span lang=""EN-US""> is known and loved worldwide for its high quality, premium </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/Alfaparf-shampoo-conditioner/""><span>Alfaparf shampoos &amp; conditioners</span></a></span><span lang=""EN-US"">. But did you know they also offer a wide range of Alfaparf Styling products to achieve great looks and mirror-like shine? From </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-diamond-crystal-spray-125ml/""><span>Alfaparf Semi di Lino Diamond Crystal Spray</span></a></span><span lang=""EN-US"">, to add shine and softness without weighing hair down, to </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-style-stories-blow-dry-cream-150ml/""><span>Alfaparf Style Stories Blow Dry Cream</span></a></span><span lang=""EN-US"">, for fighting frizz and making drying easier and quicker, at AllHair.ie you will find the perfect Alfaparf product to suit your hairstyling routine. Need hold? Choose between </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-style-stories-original-hairspray-500ml/""><span>Alfaparf Style Stories Original Hairspray</span></a></span><span lang=""EN-US""> and </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-style-stories-extreme-hairspray-500ml/""><span>Alfaparf Style Stories Extreme Hairspray</span></a></span><span lang=""EN-US"">. Curly hair will love </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-style-stories-twisted-curls-100ml/""><span>Alfaparf Style Stories Twisted Curls</span></a></span><span lang=""EN-US"">, the curl cream with medium hold for definition and body that will also tame flyaways. For grungy, matte styles, </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-s4u-vintage-matt-talc-10g/""><span>Alfaparf Style Stories Vintage Powder</span></a></span><span lang=""EN-US""> will create volume and shape for both short and medium styles. And for the perfect finishing touch, </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-sublime-water-50ml/""><span>Alfaparf Semi di Lino Sublime Water</span></a></span><span lang=""EN-US"">: a </span><span lang=""EN-GB"">perfumed water for body and hair. Its delicate and feminine notes will also enhance brilliance for a dazzling color</span><span lang=""EN-US"">. Have fun with your hair: shop Alfaparf online today and get next day delivery in Ireland when you order before 2pm!</span></p>",0,4,Alfaparf Styling : Shop Our Range of Styling Products Online,"[""""]",Alfaparf professional styling products are unbeatable when it comes to quality and price. Order now and get next day delivery from our warehouse in Ireland,category.html,,1,,use_store_settings,"{""url"":""/Alfaparf-styling/"",""is_customized"":true}"
162,159,Hair Oils,"<p style=""text-align: left;""><span lang=""EN-US"">For those times when your hair might be under particular stress and suffering from dryness, using an Alfaparf Hair Oil after your </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/Alfaparf-shampoo-conditioner/""><span>Alfaparf Shampoo &amp; Conditioner</span></a></span><span lang=""EN-US""> routine will do wonders by adding instant manageability, conditioning and shine. Alfaparf Hair Oils - like the illuminating, Linseed-enriched </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-diamond-crystalli-liquidi-50ml/""><span>Alfaparf SDL Diamond Crystalli Liquidi</span></a></span><span lang=""EN-US""> - are easy to use: all you need is a couple of drops for instant results! At AllHair.ie you will also find the </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-sublime-illuminating-essential-oils-12-13ml/""><span>Alfaparf SDL Sublime Illuminating Essential Oils</span></a></span><span lang=""EN-US""> set of 12, suitable for all hair types. It </span><span lang=""EN-GB"">will deliver unparalleled glow, close cuticles and replenish hair fibers. Alfaparf SDL Sublime Illuminating Essential Oils also has UV filters and antioxidants to protect your hair color against fading. </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-sublime-illuminating-shine-lotion-12-13ml/""><span lang=""EN-GB"">Alfaparf SDL Sublime Illuminating Shine Lotion</span></a></span><span lang=""EN-GB""> also comes in a handy set of 12 and contains Vitamin Complex (A, E and F). High in anti-oxidants, this hair oil will provide intense revitalizing therapy for the hair fibre, making the hair elastic and restoring its natural lustre.&nbsp;Order your favourite Alfaparf Hair Oil today before 2pm and get next day delivery in Ireland!</span></p>",0,3,Alfaparf Hair Oils : Professional Italian Hair Oil Products,"[""""]",Why not give your hair a treat and shop our range of quality Italian hair oil products. Order now and get next day delivery direct from our warehouse in Ireland,category.html,,1,,use_store_settings,"{""url"":""/Alfaparf-hair-oils/"",""is_customized"":true}"
163,159,Treatments & Masks,"<p style=""text-align: left;""><span lang=""EN-US"">We often ask of our hair more than we really should: frequent heat styling sessions like straightening and blow-drying, bleaching, coloring &ndash; the list goes on. The result? Dryness, split ends, breakage, and all the softness of straw! This is why it is important to incorporate specific conditioning Treatments &amp; Masks a part of our weekly haircare routine. Here at AllHair.ie you will find a fabulous selection of </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-diamond-extraordinary-all-in1-fluid-125ml/""><span>Alfaparf Treatments</span></a></span><span lang=""EN-US""> and </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-moisture-nutritive-mask-200ml/""><span>Alfaparf Masks</span></a></span><span lang=""EN-US""> to suit all hair types and tackle any issues. For weak and damaged hair, </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-anti-breakage-daily-fluid-125ml/""><span>Alfaparf Anti-Breakage Daily Fluid</span></a></span><span lang=""EN-US""> is the leave-in conditioner that will protect your hair on a daily basis, sealing in your cuticles to prevent split ends. </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-reconstruction-reparative-mask-200ml/""><span>Alfaparf SDL Reconstruction Reparative Mask</span></a></span><span lang=""EN-US""> will strengthen, restructure and add moisture to hair whilst also protecting its color intensity. And for fine hair with a tendency to hair loss, </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-scalp-care-energising-lotion-for-hair-loss-12x10ml/""><span>Alfaparf Scalp Care Energising Lotion (for Hair Loss)</span></a></span><span lang=""EN-US""> will <span>activate &amp; revitalize the environment of the follicle so that hair appears fuller, bouncier &amp; healthier looking. Complete your haircare routine with a matching </span></span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/Alfaparf-shampoo-conditioner/""><span>Alfaparf Shampoo &amp; Conditioner</span></a></span><span lang=""EN-US"">, and start seeing results today! Order now from AllHair.ie!</span></p>",0,2,Alfaparf Treatments : Shop Alfaparf Masks Online,"[""""]",Shop our extensive range of professional alfaparf treatments and alfaparf masks. Order today and get next day delivery direct from our warehouse in Ireland,category.html,,1,,use_store_settings,"{""url"":""/Alfaparf-treatments-masks/"",""is_customized"":true}"
164,212,Actyva,"<p style=""text-align: left;""><span lang=""EN-US"">Hailing from the beautiful Umbrian countryside in Italy, Actyva by Kemon is a brand that expertly combines nature and innovation, bringing together the functionality of science and the gentleness of natural ingredients.</span></p>
<p style=""text-align: left;""><span lang=""EN-US"">Right here at AllHair.ie you will find a complete range of Actyva Hair products, starting from their famous </span><a href=""%%GLOBAL_ShopPathSSL%%/Actyva-shampoo-conditioner/""><span>Actyva Shampoos &amp; Conditioners</span></a><span lang=""EN-US"">, tailored to target specific hair issues such as </span><a href=""%%GLOBAL_ShopPathSSL%%/actyva-volume-corposita-shampoo-250ml/""><span>volume</span></a><span lang=""EN-US"">, </span><a href=""%%GLOBAL_ShopPathSSL%%/actyva-colore-brillante-shampoo-250ml/""><span>color protection</span></a><span lang=""EN-US"">, </span><a href=""%%GLOBAL_ShopPathSSL%%/actyva-nuova-fibra-shampoo-damaged-hair-250ml/""><span>hair damage</span></a><span lang=""EN-US""> and </span><a href=""%%GLOBAL_ShopPathSSL%%/actyva-p-factor-hair-loss-shampoo-250ml/""><span>hair loss</span></a><span lang=""EN-US"">. </span></p>
<p style=""text-align: left;""><span lang=""EN-US"">If your hair needs a nourishing treat, we also stock </span><a href=""%%GLOBAL_ShopPathSSL%%/Actyva-treatments-masks/""><span>Actyva Treatments &amp; Masks</span></a><span lang=""EN-US""> as well as luscious </span><a href=""%%GLOBAL_ShopPathSSL%%/Actyva-hair-oils/""><span>Actyva Hair Oils</span></a><span lang=""EN-US""> like the </span><a href=""%%GLOBAL_ShopPathSSL%%/actyva-bellessere-oil-125ml/""><span>Actyva Bellessere Oil</span></a><span lang=""EN-US"">: this nectar for hair will fight frizz and add shine without weighing the hair down. </span><a href=""%%GLOBAL_ShopPathSSL%%/Actyva-styling/""><span>Styling</span></a><span lang=""EN-US""> is covered too, with </span><a href=""%%GLOBAL_ShopPathSSL%%/actyva-volume-corposita-spray-150ml/""><span>Actyva Volume Corposit&agrave; Spray</span></a><span lang=""EN-US""> for building body and volume with no nasties. Oh, and did we mention that Actyva is a proudly vegan brand? </span></p>
<p style=""text-align: left;"">Try Actyva today at BeautyFeatures.ie and order with confidence: we deliver nationwide from our warehouse in Co. Wicklow!</p>",0,8,Actyva | Buy Kemon Hair Products online Online at AllHair.ie,"[""""]",Buy Actyva products online now from AllHair.ie who are Ireland's official retailer. Actyva is a sub brand from Kemons. We supply Kemons hair products online and delivered next day throughout Ireland. All orders are fully tracked and traced.,category.html,,1,,use_store_settings,"{""url"":""/actyva/"",""is_customized"":false}"
165,164,Styling,,0,1,Actyva Styling | Buy Kemon Actyva Online at AllHair.ie,"[""""]",Shop all the new and existing products from our Actyva Styling Range.Kemon Actyva deliver the highest quaility products with there innovative team. Order now for next day delivery throughout Ireland. Orders are dispatched from our warehouse in Bray.,category.html,,1,,use_store_settings,"{""url"":""/Actyva-styling/"",""is_customized"":true}"
166,164,Shampoo & Conditioner,,0,0,Actyva Shampoo & Conditioner | Buy Kemon Hair Products,"[""""]","Shop the exciting Actyva Shampoo and Conditioner Range, Kemon Actyva is a household name for all professinol hair dressers, now we bring this exclusively to you! Buy today have it delivered tomorrow throughout Ireland from AllHair.ie.",category.html,,1,,use_store_settings,"{""url"":""/Actyva-shampoo-conditioner/"",""is_customized"":true}"
167,164,Treatments & Masks,,0,2,Buy Actyva Treatments & Masks online from AllHair.ie,"[""""]",Shop the Actyva Treatments & Masks Range now at AllHair.ie. Our next day delivery service will ensure you receive your product prompthly. All Orders are dispatched from our Warehouse in Bray and will be discreetly packaged to protect your privacy,category.html,,1,,use_store_settings,"{""url"":""/Actyva-treatments-masks/"",""is_customized"":true}"
168,164,Hair Oils,,0,3,Buy Actyva Hair Oils Products online from AllHair.ie today,"[""""]",Shop the Actyva Hair Oils Range now at AllHair.ie. Our next day delivery service will ensure you receive your product prompthly. All Orders are dispatched from our Warehouse in Bray and will be discreetly packaged to protect your privacy,category.html,,1,,use_store_settings,"{""url"":""/Actyva-hair-oils/"",""is_customized"":true}"
170,0,Hair Type,,0,12,Shop by Hair Type today at Allhair.ie. Next Day Delivery,"[""""]",Shopping made easy by AllHair.ie.All the products you love segmented by hair type to ensure you can access the products you need quickly. Allhair.ie,category.html,,1,,use_store_settings,"{""url"":""/hair-type/"",""is_customized"":false}"
171,170,Dry,"<p style=""text-align: left;""><span lang=""EN-GB"">There are many reasons why hair can feel dry and dull, including excessive styling, sunshine and saltwater, chlorine &ndash; even bad diet and stress can contribute. To restore your hair back to its natural bounce, shine and manageability, you might need a helping hand. This is why we have gathered here some of the best haircare products on the market, all developed specifically with dry hair in mind. Start with a specific </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-moisture-nutritive-shampoo-250ml/""><span lang=""EN-GB"">Shampoo for Dry hair</span></a></span><span lang=""EN-GB"">, such as </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-moisture-nutritive-shampoo-250ml/""><span lang=""EN-GB"">Alfaparf SDL Moisture Nutritive Shampoo</span></a></span><span lang=""EN-GB""> &ndash; the cue&rsquo;s in the name! Follow up with </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-moisture-nutritive-leave-in-conditioner-200ml/""><span lang=""EN-GB"">Alfaparf&nbsp; SDL Moisture Nutritive Leave-In Conditioner</span></a></span><span lang=""EN-GB"">: lightweight and replenishing, it doesn&rsquo;t even need rinsing out! Perfect for busy days. Once a week at least, consider a deeply nourishing treatment like </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-moisture-nutritive-mask-200ml/""><span lang=""EN-GB"">Alfaparf SDL Moisture Nutritive Mask</span></a></span><span lang=""EN-GB"">: in just 5 minutes it will smooth the hair fibre with healthy omegas and fatty acids, derived from Linseed Extract. When it&rsquo;s time to style your hair, use a specific detangling product like </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/alfaparf-semi-di-lino-moisture-nutritive-detangling-fluid-125ml/""><span lang=""EN-GB"">Alfaparf SDL Moisture Nutritive Detangling Fluid</span></a></span><span lang=""EN-GB"">. Explore our full selection of haircare products for dry hair, including the iconic </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/moroccanoil-intense-hydrating-mask-250ml/""><span lang=""EN-GB"">Moroccanoil</span></a></span><span lang=""EN-GB"">, </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/joico-moisture-recovery-shampoo-300ml/""><span lang=""EN-GB"">Joico Moisture Recovery</span></a></span><span lang=""EN-GB""> and </span><span lang=""EN-US""><a href=""%%GLOBAL_ShopPathSSL%%/actyva-nuova-fibra-mask-200ml/""><span lang=""EN-GB"">Actyva Nuova Fibra</span></a></span><span lang=""EN-GB""> ranges. Order today, from AllHair.ie: we offer next day delivery when you order before 2pm!</span></p>",0,6,Shop Professional Shampoo and Conditioner for Dry Hair,"[""""]","Discover our range of shampoo, conditioners and hair care treatments specially designed to enhance dry hair. Order today and get next day delivery in Ireland",category.html,,1,,use_store_settings,"{""url"":""/dry/"",""is_customized"":false}"
172,170,Normal,,0,13,Shop by Hair Type Normal today at Allhair.ie. Fast Delivery,"[""""]",Shopping made easy by AllHair.ie Have you got  Normal Hair? Check out our full range of products now. Avail of our next day delivery service.,category.html,,1,,use_store_settings,"{""url"":""/normal/"",""is_customized"":false}"
173,170,Styling,,0,16,Shop by Hair Type Styling today at Allhair.ie. Fast Delivery,"[""""]",Shopping made easy by AllHair.ie Have you got  Styling Hair? Check out our full range of products now. Avail of our next day delivery service.,category.html,,1,,use_store_settings,"{""url"":""/styling/"",""is_customized"":false}"
174,170,Fine,,0,8,Shop by Hair Type Fine today at Allhair.ie. Fast Delivery,"[""""]",Shopping made easy by AllHair.ie Have you got  Fine Hair? Check out our full range of products now. Avail of our next day delivery service.,category.html,,1,,use_store_settings,"{""url"":""/fine/"",""is_customized"":false}"
175,170,Frizz,,0,9,Shop by Hair Type Frizz today at Allhair.ie. Fast Delivery,"[""""]",Shopping made easy by AllHair.ie Have you got  Frizz Hair? Check out our full range of products now. Avail of our next day delivery service.,category.html,,1,,use_store_settings,"{""url"":""/frizz/"",""is_customized"":false}"
